year,month,day,col,row,dem,gdp,pop,type,grass,forest,urban,crop,ssrd,tp,t2m,u10,v10,d2m,sp,DOY,data,AOT40
2015,1,2,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3474817.9966336256,0.0006048500412651661,269.24607881093243,1.1045934889858722,1.6839070822323159,265.4608375739584,93029.20970981101,1.6956521739130435,20150102,324.0
2015,1,3,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3112742.7006851523,0.0016255895299352745,266.16742166352464,1.6105950754072842,0.8451129520153283,264.17318818464383,93605.13077946636,2.6666666666666665,20150103,252.0
2015,1,4,95,67,574.0,266.41620000000006,54.50835800000001,12.0,0.0,0.0,0.0,1.0,4807716.2996352995,5.582669963360833e-05,263.31258791228,1.9250663842961309,2.1718051013163406,257.8098766974261,93924.80760309531,3.9166666666666665,20150104,279.0
2015,1,5,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,4822977.351688188,5.2643405707759e-07,267.52864132707805,3.40252868544263,1.3261765906449337,259.9796151657031,93502.42868917134,4.636363636363637,20150105,11.0
2015,1,6,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,4823577.5917476695,3.7529872423155426e-05,267.7472066599956,0.8394728084786799,1.792992296891638,263.16998827918036,93845.73766199984,5.636363636363637,20150106,248.0
2015,1,7,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3433181.7623233083,0.0006782081945228895,270.86410312540914,1.3293531786599393,1.5882731377488781,268.7600321390741,94208.21878553594,6.666666666666667,20150107,357.0
2015,1,8,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3268784.869968093,7.881647656534762e-05,272.63351514172746,3.722067040527537,1.3999426171458498,266.09041421014837,93652.90541605312,7.619047619047619,20150108,458.0
2015,1,9,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,4967279.944789847,8.783697326002626e-07,272.7098663135079,3.5889730441754244,1.3997428698005776,264.042195024376,93020.0614981763,8.652173913043478,20150109,469.0
2015,1,10,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3825285.0936881676,0.000654911332760793,270.8786989628948,0.33528775174190684,0.8980865778298801,265.5840256613429,94255.35944358823,9.666666666666666,20150110,303.0
2015,1,11,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3866591.0029875436,0.00039556304343630434,268.49083888324805,2.0411301556428585,1.817427579201498,263.2704282713702,93768.6349087332,10.695652173913043,20150111,396.0
2015,1,12,95,67,574.0,266.4162,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3996861.7415637933,0.0003810088949562957,270.60667371171417,0.9690897953558849,0.7231647142455071,266.3307094361449,93904.6746368838,11.6,20150112,166.0
2015,1,13,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3107836.570806565,0.0003382242553799874,264.5608873247445,0.41743135958457794,1.7973473610267099,260.87840922540386,94530.05229584355,12.666666666666666,20150113,306.0
2015,1,14,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,4811461.2720839605,3.4254737973939675e-06,265.5899753798248,1.5543748694501336,1.8514957551890583,258.35597925027304,94219.00465064243,13.652173913043478,20150114,427.0
2015,1,15,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,4509873.326041148,0.00036739035494264666,268.6580772450016,1.222467894891249,1.0942725199377397,262.5299021712604,94141.57954741888,14.636363636363637,20150115,221.0
2015,1,16,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3356419.1216084044,0.0009081276096541145,266.42142073967955,0.6904029064744245,0.796844001181238,264.13067006884046,94999.09244741632,15.636363636363637,20150116,135.0
2015,1,17,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,4826481.832455911,0.0002272543915564458,266.59539443731217,3.0142283684677444,1.5888667734790591,259.3005789000231,94068.44614965573,16.666666666666668,20150117,460.0
2015,1,18,95,67,574.0,266.4162,54.50835800000002,12.0,0.0,0.0,0.0,1.0,4800452.710866282,4.1594412336296027e-07,269.2012193483961,0.47629845811455807,1.700718715182775,259.0169362184815,93649.36547696509,17.75,20150118,348.0
2015,1,19,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,5276107.857972651,1.967557818713987e-06,268.0378643765995,0.7078596752493856,1.7672766953556418,260.5367759229203,93976.76273386616,18.695652173913043,20150119,525.0
2015,1,20,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,5605594.008110418,8.491094613359331e-07,269.4667325893403,1.4343372276153972,1.6762833323300261,262.56909648538686,93703.92137567898,19.666666666666668,20150120,372.0
2015,1,21,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,4039919.432692058,0.002200129480311064,268.2566467671734,1.5403770189477577,0.726834120399846,264.3440218201208,93693.60764044875,20.652173913043477,20150121,346.0
2015,1,22,95,67,574.0,266.41619999999995,54.50835800000002,12.0,0.0,0.0,0.0,1.0,3597944.177617894,0.0028842548612361993,267.2093173722705,0.6779209346597677,0.9931324425098685,264.1010447234616,93748.29662232187,21.666666666666668,20150122,284.0
