year,month,day,col,row,dem,gdp,pop,type,grass,forest,urban,crop,ssrd,tp,t2m,u10,v10,d2m,sp,DOY,data,AOT40
2015,1,2,535,67,152.0,603.6787000000002,329.39829999999995,12.0,0.0,0.0,0.0,1.0,5980476.749639935,0.0,254.91850482198998,2.3922956934616417,1.39423455949537,250.45629864013256,100005.17335915483,2.0,20150102,0.0
2015,1,3,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,5670064.179716074,8.722921817731305e-07,256.1531699681178,1.143161368141217,2.052681693638497,252.93005572909917,99278.76115710697,2.6666666666666665,20150103,0.0
2015,1,4,535,67,152.0,603.6787000000002,329.39829999999995,12.0,0.0,0.0,0.0,1.0,4040306.203836236,4.9242944371297864e-05,261.1481219328122,0.8153231500726138,1.2494296107973892,258.95917663530366,99606.54022419058,3.9166666666666665,20150104,0.0
2015,1,5,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,4229879.282824892,4.9458755337755226e-05,261.1034262256719,2.451888316815354,1.8160918621754276,258.02269332487816,99107.57792535187,4.636363636363637,20150105,0.0
2015,1,6,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,5445691.678169081,4.383609935262152e-05,255.51877259758385,3.879144190492407,2.4325586247744098,250.47021360660065,99450.17423635014,5.636363636363637,20150106,0.0
2015,1,7,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,5719238.396993373,2.6641900368375913e-05,252.9496732001752,2.323700044524259,2.2057595505647796,248.6033738872715,100478.92544404365,6.666666666666667,20150107,0.0
2015,1,8,535,67,152.0,603.6787000000002,329.39829999999995,12.0,0.0,0.0,0.0,1.0,5875026.674459177,1.4156510409770624e-06,252.02685330343678,1.311836473931545,1.189161884083256,248.56892715339868,100672.67488755239,7.619047619047619,20150108,0.0
2015,1,9,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,5564989.051983765,3.752182892079875e-05,253.9705851262214,1.0352008837661977,0.5825466078639275,250.9445568132093,100193.62843068167,8.652173913043478,20150109,4.0
2015,1,10,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,5531438.530709718,2.89849061121724e-05,253.57343794547293,0.8525090326646771,1.3856613915578002,250.80131879334365,100103.84243040202,9.666666666666666,20150110,3.0
2015,1,11,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,5958298.972922373,2.3519619339118263e-06,253.0570529321678,1.4701743569193486,2.374828633086306,249.5241309877013,100843.25102470517,10.695652173913043,20150111,0.0
2015,1,12,535,67,152.0,603.6787000000002,329.39829999999995,12.0,0.0,0.0,0.0,1.0,6204652.4558184445,0.0,254.2467706975919,1.0425631744360666,1.5001600600896272,251.27801336797475,101475.23029265193,11.6,20150112,0.0
2015,1,13,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,6255697.285596571,1.6876718514577855e-06,256.6192812824079,0.4896233883228284,1.9737627669851374,253.37132170152825,101112.80377628951,12.666666666666666,20150113,0.0
2015,1,14,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,6469678.668579853,1.1418245991315237e-06,254.08099415516963,0.4600501910024415,2.574625936206248,250.94465012927108,101268.56436302845,13.652173913043478,20150114,0.0
2015,1,15,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,6487007.385698145,0.0,252.67049765039852,0.8412479813475049,2.3460207433351474,249.01090109672828,100990.06809234562,14.652173913043478,20150115,0.0
2015,1,16,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,6284406.804072341,3.8140472034637027e-06,253.706994716226,1.7429557926545869,1.2295152974596422,250.06154575234896,100189.39673269392,15.636363636363637,20150116,0.0
2015,1,17,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,6325995.808169167,2.7579668840328917e-05,257.36042560106193,2.745966373214817,0.8418016398741116,253.33013043715462,100083.54225938,16.666666666666668,20150117,0.0
2015,1,18,535,67,152.0,603.6787000000002,329.39829999999995,12.0,0.0,0.0,0.0,1.0,5368879.793145438,1.752480447273809e-05,256.3501233068861,1.031496908002088,1.180922385616785,252.73466853348327,99720.8759823921,17.75,20150118,0.0
2015,1,19,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,6072416.937836165,2.0488684651241768e-05,254.11154334505477,0.9363633475031097,1.9896296519811654,250.40905880465783,100225.39639590986,18.695652173913043,20150119,0.0
2015,1,20,535,67,152.0,603.6787000000003,329.3982999999999,12.0,0.0,0.0,0.0,1.0,6271938.796321448,3.945126286733665e-06,253.44885850050807,0.6489380656333134,1.8530139707571973,250.7870330925755,100739.61187080048,19.666666666666668,20150120,0.0
