year,month,day,col,row,dem,gdp,pop,type,grass,forest,urban,crop,ssrd,tp,t2m,u10,v10,d2m,sp,DOY,data,AOT40
2015,1,2,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6071384.796168409,3.722352058074204e-07,252.83376170393242,2.738965839205284,1.4939660131415835,248.9184272462818,100626.00736020185,1.6956521739130435,20150102,0.0
2015,1,3,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,5798493.6757664075,8.722921817731305e-07,259.36088985742145,0.6060727235408047,3.0640654578274487,256.30298132321565,99718.75718299394,2.6666666666666665,20150103,0.0
2015,1,4,530,75,116.0,1949.5316999999998,373.55334,12.0,0.0,0.0,0.0,1.0,3818468.907430861,7.27568659927326e-05,260.8255858617373,1.02261650735644,1.6483410932775684,258.8965667535542,100122.71112655966,3.9166666666666665,20150104,0.0
2015,1,5,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,4215593.985792029,5.532467786176395e-05,261.9698194244163,3.137279465136328,2.052403758739928,258.43806050468487,99656.63805910577,4.636363636363637,20150105,0.0
2015,1,6,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,5922442.545626562,9.477378645086405e-06,256.1771256170245,4.334018266686729,2.0174952041795504,250.70312956148817,100092.15874367174,5.636363636363637,20150106,0.0
2015,1,7,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6183968.192567103,8.034017878770736e-06,253.67540560188806,2.6225007821166506,1.7180593556562591,248.80172592678517,101062.58370615014,6.666666666666667,20150107,0.0
2015,1,8,530,75,116.0,1949.5317,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6192474.431228759,1.4156510409770624e-06,252.97295571408432,1.771201984126138,0.7809324942184643,248.18997620972692,101216.36620876964,7.619047619047619,20150108,0.0
2015,1,9,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,5850818.331448012,1.9314516405561174e-05,255.02372147734212,1.7409151733147759,0.9183891862347998,251.39110096946249,100720.73248176096,8.652173913043478,20150109,4.0
2015,1,10,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,5676043.196994901,1.4001623266616733e-05,255.0121752838721,0.9215901960621359,1.1164189830699582,252.240059548,100606.6833869323,9.666666666666666,20150110,0.0
2015,1,11,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6177242.030430073,8.021772619698256e-07,252.645897246543,1.8914730616074176,2.0502176123743574,249.12453478825114,101391.18027938824,10.695652173913043,20150111,0.0
2015,1,12,530,75,116.0,1949.5317,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6541499.395472511,0.0,254.15123173469192,1.5334306567849574,1.97957071579336,251.00355331306574,102026.30334387827,11.6,20150112,0.0
2015,1,13,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6566092.242259625,1.6876718514577855e-06,258.3837872252754,0.734018878284715,2.1822547250988795,255.10773204251075,101591.23291698379,12.666666666666666,20150113,0.0
2015,1,14,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6780434.414422472,1.1418245991315237e-06,254.13446414023932,0.5449113890121988,2.4837210904481033,251.32868810681705,101738.75696083764,13.652173913043478,20150114,0.0
2015,1,15,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6756641.457864905,0.0,253.10001119194848,0.3784525012511944,2.487024276241324,249.4179451179543,101465.38838543955,14.652173913043478,20150115,0.0
2015,1,16,530,75,116.0,1949.5317,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6370215.8849376505,1.8755178668149648e-06,256.453289041066,2.318867052928372,0.9944950593566392,251.78484896492054,100713.97958694687,15.666666666666666,20150116,0.0
2015,1,17,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6650732.248114181,2.1643736543629628e-05,257.8153484930215,3.202112957646848,0.8864303663162962,253.37842837245833,100676.00364908144,16.666666666666668,20150117,0.0
2015,1,18,530,75,116.0,1949.5317,373.55334000000016,12.0,0.0,0.0,0.0,1.0,5029167.132553064,0.00016613526227636123,257.82617639705745,0.984066173907444,1.7796565117564669,254.66203651897976,100156.89757916871,17.75,20150118,0.0
2015,1,19,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,5923339.083631943,0.0002276442462548308,254.3391721438536,1.1554499982755488,2.3469109185793995,250.7559293206082,100741.41405481582,18.695652173913043,20150119,0.0
2015,1,20,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6465972.737582591,7.83067614340896e-06,254.69132697849955,0.9409235437384252,1.7149677322500472,252.02268129820777,101206.30078203486,19.666666666666668,20150120,0.0
2015,1,21,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6454178.373330665,1.408528221981458e-05,255.35681034472398,1.0516804332889702,0.7730099251887448,252.76736471581282,101217.99511227313,20.652173913043477,20150121,0.0
2015,1,22,530,75,116.0,1949.5317,373.55334000000016,12.0,0.0,0.0,0.0,1.0,7046441.839239605,1.4837013293787165e-05,255.05751851237008,1.050264880534538,1.3801354701574675,252.88487273591852,101004.85846661012,21.61111111111111,20150122,0.0
2015,1,23,530,75,116.0,1949.5317,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6645043.3213800695,1.1347992670531632e-05,256.84219988971853,2.3333781352053418,0.8001223527475441,253.9394093015776,100273.35819031538,22.7,20150123,0.0
2015,1,24,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,7292570.437988429,1.3219768910515877e-05,259.7042634627368,0.9743195693363255,1.4338490733043483,256.84911296689,100968.52026227226,23.652173913043477,20150124,23.0
2015,1,25,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6325351.309681129,2.518573781085256e-05,260.8245458415419,0.6935999466432204,1.8923246372519722,258.571818873509,100919.09616320452,24.666666666666668,20150125,12.0
2015,1,26,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,5463712.012793,0.00013815732202905032,259.0478451029954,2.4841441080027655,2.2740313250557374,254.99402421136583,100799.42070450359,25.636363636363637,20150126,0.0
2015,1,27,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,7021181.567764838,4.2324033518845824e-05,253.66571549584057,3.0401853688658846,1.6589444900741537,248.164149052448,101469.64882989287,26.666666666666668,20150127,0.0
2015,1,28,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,8033241.988770342,5.014662810225228e-07,252.95195992911087,2.3582281850736067,1.2874976944114989,248.34627059568828,101621.36011230435,27.652173913043477,20150128,0.0
2015,1,29,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,6696714.312389455,2.8805748301719633e-05,257.3809558442208,0.7318626332887249,2.691071177787134,253.479990404427,100976.22653236036,28.727272727272727,20150129,0.0
2015,1,30,530,75,116.0,1949.5316999999998,373.55334000000016,12.0,0.0,0.0,0.0,1.0,7069524.757244775,3.749488734710062e-05,254.8801608261285,2.409836232316854,1.7550922121954073,251.5004249713962,101173.75885520662,29.652173913043477,20150130,0.0
